si_code,lon,lat,MAT,MAP,BIO_4,BIO_5,BIO_6,BIO_13,BIO_14,BIO_15
AUS_MAR_HSW_HIG,145.574,-37.647,133.09551910761482,1163.5878143762855,3834.653169831806,242.6243194821376,52.747627672629385,128.67446986422647,51.770159539864,25.643439336567685
AUS_MAR_MSD_MOD,145.584,-37.642,129.83087442057234,1161.7564640476176,3842.14465148982,239.6198885744909,49.61988857449089,128.85253227585844,51.25760222226629,25.92793995494362
AUS_MAR_MSW_MOD,145.572,-37.649,135.27964974653185,1164.393680753294,3831.037082730552,244.81649366447874,55.17980185593082,129.10620860559976,51.50602890863168,25.8834393375275
AUS_MAR_UBD,145.565,-37.691,131.01644903007536,1282.168534783906,3780.806150497855,239.4240951650703,52.016449030075364,144.6501869605945,56.205586711457684,26.59669178838685
AUS_MAR_UBW,145.572,-37.888,136.68635409075316,1112.7457818178025,3536.2833832560855,238.67956235421946,62.72287066039182,122.58398351232137,50.47046886387027,25.843177045376574
AUS_RIC_EUC_ELE,150.74027777777778,-33.6177777777778,175.99999999999997,898.6187982978893,4061.085919411111,269,80.35015876873051,122.4339194717539,38.86576299078507,34.78407824048442
AUS_WOM,144.0944,-37.4222,109.17803669211506,1023.8291743244558,4010.4902490183595,226.17803669211509,23.457663591831178,119.9692713904733,51.77624543289765,29.022858937493645
AUT_PAT_FOR,11.45194444,47.21027778,18.686732673635586,1258.8781447324286,6587.3093756279095,160.87418067009213,-114.3757279529081,182.68816946963275,55.56264338054322,41.562592908544815
AUT_PAT_KRU,11.45194444,47.21027778,18.686732673635586,1258.8781447324286,6587.3093756279095,160.87418067009213,-114.3757279529081,182.68816946963275,55.56264338054322,41.562592908544815
AUT_PAT_TRE,11.45194444,47.21027778,18.686732673635586,1258.8781447324286,6587.3093756279095,160.87418067009213,-114.3757279529081,182.68816946963275,55.56264338054322,41.562592908544815
AUT_TSC,10.83888888888889,47.233333333333334,85.12877141119495,694.3816641426085,6736.539716176904,228.2235530534104,-48.87122858880505,87.35449603673794,41.788723616654444,28.633227293197187
BRA_CAM,-45.52,-22.69,156.76624187855452,1811.4637410083792,2136.4000322415964,221.76624187855452,73.8829731090183,328.1662373596593,40.71669898886761,67
BRA_CAX_CON,-51.7,-1.9,261,2284.8811836731716,663.3165467122406,305.51670896806746,231,337.79987633616986,51.76643910403655,57.00000000000001
BRA_SAN,-45.1833333333333,-23.2833333333333,176.6846184905394,1520.4270035396785,2097.016074542945,236.68461849053944,104.6846184905394,228.4178088744054,47.51673139206917,48
CAN_TUR_P39_POS,-80.3574,42.7097777778,90,1000.3439889558788,8936.566146929474,250.3099362832395,-67.25621064623375,95.19486143798773,65,10.62871450851447
CAN_TUR_P39_PRE,-80.3574,42.7097777778,90,1000.3439889558788,8936.566146929474,250.3099362832395,-67.25621064623375,95.19486143798773,65,10.62871450851447
CAN_TUR_P74,-80.3483138889,42.7068111111,90.00000000000001,1002.6151231402757,8935.708256182288,250.66593628866312,-67,96.14477634185108,64.75979220831191,11.000000000000002
CHE_DAV_SEE,9.855,46.815,38.89356187665453,823.0073046803759,6530.287616339776,179.89356187665453,-88.98968031287957,102.95040408532397,50.61389023675352,26.87980229382729
CHE_LOT_NOR,7.761333333333333,46.391783333333336,49.74648779930782,716.0427400661877,6557.685890170211,193.73891274309096,-75.71883522346037,67.09207912311427,49.491993020526905,9.12324319449424
CHE_PFY_CON,7.6,46.3,98.11763623110981,593.9425325608931,6767.170105172918,245.3846610224935,-30.88236376889019,63.098582249441804,37.66607141634569,15.483267895932935
CHE_PFY_IRR,7.6,46.3,98.11763623110981,593.9425325608931,6767.170105172918,245.3846610224935,-30.88236376889019,63.098582249441804,37.66607141634569,15.483267895932935
CHN_ARG_GWD,89.98555556,40.75416667,128,8,12663.459287494079,361.99999999999994,-135.00000000000003,3.0000000000000004,0,141
CHN_ARG_GWS,89.93833333,41.38166667,81,14.000000000000002,12364.645095388762,310,-175.6404595391679,4.000000000000001,0,120
CHN_HOR_AFF,122.36666666666666,42.71666666666667,77,521.6497768157395,12604.083333680048,283.249759447859,-165,154.9665392318653,2,110.48326961593266
CHN_YIN_ST1,85.71666667,42.45444444,-7.193354045036453,138.86396142702188,9315.44355316616,175.80664595496356,-209.275324770877,33.99060149073486,1,102.99831841951627
CHN_YIN_ST2_DRO,85.13111111,42.11444444,42.31192256250621,100.12496653899836,10190.43257876053,236.24943929300704,-173.12540412999635,22.812420374498576,1,94.56235747949796
CHN_YIN_ST3_DRO,85.98833333,42.28833333,86.00000000000001,108.10316062203263,10103.015593766055,278.8969035539634,-129,27,1,101.99999999999999
CHN_YUN_YUN,117.4180278,23.92071944,224.68112232836066,1133.9431384619875,5109.663165527026,308.68112232836074,114.68014544071609,189.2673250881633,24.634701181265772,57.68625376474181
COL_MAC_SAF_RAD,-75.36106,1.501111,246.1895169067584,3947.0008417842605,593.9153310727376,283,211.0663251180343,529.7548444859368,102.43018712218073,40.71635571863452
CRI_TAM_TOW,-84.62583333333333,10.386944444444444,229.7295965991915,3625.909579575753,556.5377317463176,271.2837478764631,204.28374787646314,465.3870266806106,83.11662327980204,48.049951800865735
CZE_BIK,18.53,49.49444444444445,61.83281816066892,1144.396244309154,7219.614147557611,206.96524471339998,-69.16718183933108,138.1203811927459,65.50136527913739,25.79938943939953
CZE_BIL_BIL,16.6868742,49.2485294,92.43708221464496,533.3178950481841,7312.396753690755,240.49541712488107,-39.56291778535504,77.53144985231968,24.543068660166284,39.6014035704024
CZE_KRT_KRT,16.7486453,49.3223336,79.61357132488553,623.4515285917613,7245.38795043499,227.6135713248855,-51.316734882408674,92.18256068586712,28.638700446124673,40.19676555478729
CZE_LAN,16.94638888888889,48.681666666666665,103.99999999999997,538.0815160187807,7490.850122514729,256.7096911363942,-31.999999999999996,70.94299650266292,30.62626325539596,30.316733247266953
CZE_LIZ_LES,13.67975,49.06668,60.30012700734641,837.0527287696275,6912.923905261353,202.30330821151236,-67.22650998583543,100.71329891070457,51.35824005743525,24.041789221089314
CZE_RAJ_RAJ,16.7012936,49.4415297,73.01597929005663,706.9934906582669,7191.094275794658,220.01597929005666,-56.82011487707708,98.8051307974438,33.15631141863022,37.32800690331446
CZE_SOB_SOB,16.6868742,49.2485294,92.43708221464496,533.3178950481841,7312.396753690755,240.49541712488107,-39.56291778535504,77.53144985231968,24.543068660166284,39.6014035704024
CZE_STI,17.97,49.03583333333333,76.43341025773898,823.6945061314593,7397.335491865671,226.25014367500583,-57.581844540016476,111.23210136861182,45.55133494450558,32.46545504955604
CZE_UTE_BEE,16.6519047,49.2835917,85.01970483758197,538.7759296481524,7265.6219466170105,233.01970483758197,-45.98029516241804,77.70593226132858,23.961612317849443,39.09547507238257
CZE_UTE_BNA,16.6487236,49.2809075,86.0415451138174,554.9168640797997,7270.782576542688,234.04154511381736,-44.9584548861826,78.91485599401257,25.047180322190556,38.45126706980477
CZE_UTE_BPO,16.6479942,49.280925,86.10360359867015,558.3600451859314,7271.139957936352,234.10360359867016,-44.89639640132985,79.28833751090102,25.220136322881597,38.455467069822895
CZE_UTE_SPR,16.6462989,49.2803686,86.45616510290672,566.3309162008308,7273.070612463859,234.4561651029067,-44.54383489709326,80.01972401099718,25.693776324774976,38.32193106928861
DEU_HIN_OAK,13.192381,53.332985,86.44764962779126,608.6686244908979,6446.398965728185,219.0501290402001,-22.266211523346513,70.05748756679306,33.791276043446544,20
DEU_HIN_TER,13.193212,53.330949,86.83656962934745,606.4080763990775,6448.166321762849,219.53876904215548,-22.001492316768886,69.77236915461552,33.77087683784663,20.000000000000004
DEU_MER_BEE_NON,7.807388,49.273898,85.09157928809515,1062.9457182970662,6271.909067628821,221.70708575655664,-26.292914243443377,110.40490894437453,66.40331682761246,12.000000000000002
DEU_MER_BEE_THI,7.807388,49.273898,85.09157928809515,1062.9457182970662,6271.909067628821,221.70708575655664,-26.292914243443377,110.40490894437453,66.40331682761246,12.000000000000002
DEU_MER_DOU_NON,7.806581,49.273523,85.01281672023674,1061.9596176173966,6271.665939925219,221.67332318887884,-26.326676811121153,110.3920431335057,66.30647682722528,12.000000000000002
DEU_MER_DOU_THI,7.806581,49.273523,85.01281672023674,1061.9596176173966,6271.665939925219,221.67332318887884,-26.326676811121153,110.3920431335057,66.30647682722528,12.000000000000002
DEU_MER_MIX_NON,7.806839,49.273705,85.05565570028823,1062.1814999985604,6271.781736865322,221.69432216884275,-26.30567783115731,110.37536347347825,66.33743682734902,12.000000000000002
DEU_MER_MIX_THI,7.806839,49.273705,85.05565570028823,1062.1814999985604,6271.781736865322,221.69432216884275,-26.30567783115731,110.37536347347825,66.33743682734902,12.000000000000002
DEU_STE_2P3,13,53.1,89,594.6022627127221,6502.24860960905,224.49943905322033,-21.500560946779668,67.26702781745568,35.51675932006434,19
DEU_STE_4P5,13,53.1,89,594.6022627127221,6502.24860960905,224.49943905322033,-21.500560946779668,67.26702781745568,35.51675932006434,19
ESP_ALT_ARM,-2.3283,40.7769,115.39147033715233,647.8553695965494,6527.723163326825,283.9563447042017,-6.608529662847669,70.40919011405201,21.976491146508902,29.685626329530685
ESP_ALT_HUE,-2.2872,40.7925,122.45018986001912,520.6367407888545,6542.970789339358,290.4501898600191,-0.13400589892065026,56.77095364007083,17.778856499910084,29.61672946046695
ESP_ALT_TRI,-2.2328,40.8044,117.43459189695739,566.9561664217471,6501.636936942646,284.4086151696427,-4.56540810304262,63.110281614021105,19.178917864716922,30
ESP_CAN,2.07361111111111,41.4309888889,153.77061805242042,763.3799028388485,5624.33618119495,271.6559270786306,52.770618052420424,99.60560197068617,29.529207130115207,28.235396434942395
ESP_GUA_VAL,-4.033888888888889,40.89527777777778,110.22291789993668,653.901929261382,6604.936666746019,278.2229178999367,-11.777082100063332,79.35441557266198,18.149768202601116,34.427608537994935
ESP_LAH_COM,-3.38,37.74,141.5034270196378,537.1203589330921,6787.500868924117,316.4201784773027,3.129817625957923,73.17356246888514,5,48.626390606320115
ESP_LAS,-16.5682777777778,28.305972222222223,84.63373093520613,473.10955285861075,2189.53871861515,119.63373093520613,48.63373093520613,80.46678026720177,1,77.07548112179934
ESP_MAJ_MAI,-5.773361111,39.9415,169,888.4803149977798,6644.631395411541,337,42.99999999999999,126.14889600346893,9,52.50139615175135
ESP_MAJ_NOR_LM1,-5.773361111,39.9415,169,888.4803149977798,6644.631395411541,337,42.99999999999999,126.14889600346893,9,52.50139615175135
ESP_MON_SIE_NAT,-3.5,41.1166666666667,91.84853579695755,568.083347484557,6364.87642329776,256.36528719702375,-27.151464203042444,70.36663642443253,18.20003693629047,32.76648204757178
ESP_RIN,-6.016666666666667,40.60027777777778,113.06470465900304,834.0268537086123,6187.063355948871,274.0647046590031,-4.71786322793074,107.58528754512326,14.933187106400398,42.38312440486637
ESP_RON_PIL,-5.019568,36.692881,80.6080443951825,925.3623809158134,5156.8195165530315,217.27049188783266,-32.94272063039573,158.29293065979505,2,68.71935569625184
ESP_SAN_A2_45I,-5.797067,37.249105,185,598.1261450362572,5789.016713860892,339.35558723983877,59.99999999999999,96.25889366345288,1.9999999999999998,63.99999999999999
ESP_SAN_A_45I,-5.797067,37.249105,185,598.1261450362572,5789.016713860892,339.35558723983877,59.99999999999999,96.25889366345288,1.9999999999999998,63.99999999999999
ESP_SAN_B_100,-5.797067,37.249105,185,598.1261450362572,5789.016713860892,339.35558723983877,59.99999999999999,96.25889366345288,1.9999999999999998,63.99999999999999
ESP_SAN_B2_100,-5.797067,37.249105,185,598.1261450362572,5789.016713860892,339.35558723983877,59.99999999999999,96.25889366345288,1.9999999999999998,63.99999999999999
ESP_TIL_MIX,1.0144288,41.33262995,104.83546437312134,651.2747274910893,5812.464151009112,243.1268854091336,-10.489552463333974,87.73107451807813,16.135352560540937,34
ESP_TIL_OAK,1.01409989,41.33262416,104.951943694421,651.3032142911829,5812.774152243694,243.26493062635444,-10.389586846266345,87.75175702232389,16.13674216054551,34
ESP_TIL_PIN,1.006642,41.328113,100.87120062117118,674.2422356897288,5800.350848775207,238.8712006211712,-14.815005815575567,91.26270259105542,17.1097102824381,34.720632817198535
ESP_VAL_BAR,1.82048611111111,42.2029333333333,93.32544427328176,602.8374693645555,6017.172529955535,238.32544427328176,-26.674555726718232,69.43709443636044,30.152912286915814,25
ESP_VAL_SOR,1.8135611,42.19605278,85.03677064013853,622.8961375657409,5993.17782475154,230.0367706401385,-34.96322935986147,71.9445265076797,30.99379512092639,25
ESP_YUN_C1,-4.968905,36.724558,111.10955822518767,801.3366974246196,5304.022581088964,250.70633205070112,-5.2390649053350895,138.79582762868552,1,73.24815069499067
ESP_YUN_C2,-4.965737,36.724455,113.83830109943241,788.0973868727901,5312.958538283025,253.63436540296505,-2.329452507589524,136.83346571194932,1.0000000000000002,73.62831069651067
ESP_YUN_T1_THI,-4.967474,36.724232,112.25196376635037,795.5082371004662,5307.380794943876,251.91813851490713,-3.994340286529103,137.92482393413937,1,73.41987069567728
ESP_YUN_T3_THI,-4.967004,36.723949,112.59953504013085,793.582689093999,5308.129663127842,252.28037833414464,-3.605037557980185,137.62902975136225,1,73.47627069590276
FIN_HYY_SME,24.29477,61.84742,36.880737324194,639.4411206976256,8617.522949296776,211.880737324194,-113.11926267580601,83.09020077567655,29.008427417359272,33.00000000000001
FIN_PET,27.2310822944,69.491822025,-2.1145930258751156,415.49902157657084,8558.664179858155,166.88540697412486,-139.24664147898568,66.71125524284403,18.114593025875116,43.75335852101436
FRA_FON,2.78014,48.47634,112,696.9063876153855,5604.833846139337,241.27939997975975,9,67.57475445501164,47.854154434771395,11
FRA_HES_HE1_NON,7.0647,48.6742,99.70148971480415,1003.4806245355419,6234.459786872294,237.70148971480415,-12.877777041512664,99.61067500675904,69.31216472156319,10
FRA_HES_HE2_NON,7.0647,48.6742,99.70148971480415,1003.4806245355419,6234.459786872294,237.70148971480415,-12.877777041512664,99.61067500675904,69.31216472156319,10
FRA_PUE,3.5958333333333337,43.74138888888889,137.96654344062827,1022.9742806570413,5701.2501551525365,264.44184175115066,38.9584442085494,148.2474671311651,27.525258031385448,36.499847651333205
GBR_ABE_PLO,-3.8,56.616,73.17755012148953,971.2289645770106,4106.806195477553,169.17755012148953,-1.3203304109532443,114.65554745906184,50.25918693425745,21.43673705574698
GBR_DEV_CON,-3.73,56.02,94.00000000000001,801.8134765457224,4074.902859136583,190,21,81.83347353933493,44.00000000000001,17.923668326211008
GBR_DEV_DRO,-3.73,56.02,94.00000000000001,801.8134765457224,4074.902859136583,190,21,81.83347353933493,44.00000000000001,17.923668326211008
GBR_GUI_ST1,-4.816667,57.266667,69.51691056807002,1472.9548624827808,3823.767451956182,155.03362133613513,0.5169105680700274,177.01720489347642,78.50049412541136,30.249752937294318
GBR_GUI_ST2,-4.816667,57.266667,69.51691056807002,1472.9548624827808,3823.767451956182,155.03362133613513,0.5169105680700274,177.01720489347642,78.50049412541136,30.249752937294318
GBR_GUI_ST3,-4.816667,57.266667,69.51691056807002,1472.9548624827808,3823.767451956182,155.03362133613513,0.5169105680700274,177.01720489347642,78.50049412541136,30.249752937294318
GUF_GUY_GUY,-52.924863,5.278772,261.45252504001826,2706.4339257839342,515.4025299900266,292.45252504001826,242,453.9483333481929,50.066335352263295,54
GUF_GUY_ST2,-52.9122222222222,5.28166666666667,261,2815.735173730124,512.0500610155354,291.9657939296056,242.31671241526814,473.1528774880588,51.68328758473187,54.00000000000001
GUF_NOU_PET,-52.68333333333333,4.0833333,252.0173266666094,3362.2712433556235,693.4683609914986,310.76761612788266,217.76761612788266,513.0976237917131,77.68325858102679,46.99999999999999
HUN_SIK,20.444408,47.927288,94.10886001643055,568.5207180755506,7987.822024958554,254.10886001643053,-51.89113998356945,75.63357769584314,31.221925475216985,27.823491614972504
IDN_JAM_OIL,102.7918333,-2.0708889,262,2825.8190047904336,325.98383020470965,298.99461006823657,229.99999999999997,342.0689458860119,118.08828868060672,30.458550625578354
IDN_JAM_RUB,102.783222,-2.095278,261.9580386413335,2930.8308946415705,323.50229473001207,298.95803864133353,229.9580386413335,350.2775859510791,121.55228860669514,30.538518942656975
IDN_PON_STE,120.057,-1.494,210.63120789271247,1668.9042756298497,212.70808355921594,246.546747528827,179.05580703531507,192.98976870339493,88.8527447487759,24.967852745417826
ISR_YAT_YAT,35.0514984130859,31.3449993133544,174.38677799671268,378.8919147045722,5838.184193845013,315.3867779967127,35.32871289275793,95.55515689933253,0,110.99999999999999
ITA_FEI_S17,10.61287,46.69352,35.76153507297856,672.0409965771452,6615.307168469766,177.06760676158223,-94.54453661562512,84.30477982342266,31.097739126870305,31.2608677070436
ITA_KAE_S20,10.60717,46.69767,18.960362271807956,772.7678779241279,6554.667055114546,159.24808406054646,-110.4167958996986,98.0987785840197,36.21043423444337,31.14769591218079
ITA_MAT_S21,10.690861111111111,46.74,8.339412028978812,677.5953324665641,6521.867647800439,148.3394120289788,-121.16017990816218,87.26739860647227,33.757745702263115,30.287034977335743
ITA_MUN,10.57808,46.67772,65.36464699119118,583.8984690601108,6721.49728703111,208.38247372730342,-65.8880358297807,73.99142333607114,26.049430350232758,31.017826736112248
ITA_REN,11.43369,46.58686,32.56477777624146,991.644183194062,6709.741589062235,175.15079267391928,-102.9092750843206,127.47970978593561,41.253083057688826,38.033611428797826
ITA_RUN_N20,10.64222,46.69865,18.27219234049457,781.6621280784627,6555.410465230989,158.6269246359137,-111.49938176659302,105.92690057177687,38.58053212640354,32.85213274732018
ITA_TOR,7.56089,45.82376,21.26712686785243,754.6507373082957,6622.163928983187,168.7227517016739,-107.10080500761933,85.51428457806219,50.25014832900568,18.455624833821464
JPN_EBE_HYB,141.523033,43.076126,86.28078101112267,1286.9991245063213,8979.612302605752,247.84735806208278,-69.71921898887734,155.37020211844387,76.21254515181185,22.628930454514713
JPN_EBE_SUG,141.523022,43.077391,86.2794610111173,1287.5160531934735,8979.684866083548,247.91339458484092,-69.7205389888827,155.3549673346422,76.1933503679941,22.4758104539026
KOR_TAE_TC1_LOW,127.317488888889,37.3048261111111,116.89190751828497,1312.139119850583,9733.507611295201,284.89190751828494,-70.2039536014303,331.6407319572986,24.197837920430402,88.36475793538935
KOR_TAE_TC2_MED,127.317488888889,37.3048261111111,116.89190751828497,1312.139119850583,9733.507611295201,284.89190751828494,-70.2039536014303,331.6407319572986,24.197837920430402,88.36475793538935
KOR_TAE_TC3_EXT,127.317488888889,37.3048261111111,116.89190751828497,1312.139119850583,9733.507611295201,284.89190751828494,-70.2039536014303,331.6407319572986,24.197837920430402,88.36475793538935
MDG_SEM_TAL,48.71167,-18.93167,222.89367948950735,2134.1282330274084,2382.9765030278422,278.89367948950735,159.83435292333007,337.8047757981477,70.03526232434363,53.02349697215769
MDG_YOU_SHO,48.39527,-18.94722,186.04321542369823,1720.777614517779,2393.2821173417096,246.08643084739646,117.04321542369821,304.4127831850602,40.94917630979514,71.00760826650665
MEX_COR_YP,-97.0422,19.4931,143.5935408061469,1491.5612988849593,2066.6596985164138,207.28175313112263,65.82955354309127,266.8210346572891,45.377945385291014,68.31128076324441
MEX_VER_BSJ,-96.980333,19.514,179.12268522270557,1370.4392890013253,2106.268889988637,243.12268522270554,102.12268522270557,243.85363669520393,42.02554136432246,68
MEX_VER_BSM,-96.988112,19.534219,173.40849237587116,1385.021631241838,2102.689835801118,236.4084923758712,96.40849237587116,248.08197531609346,42.28877563691611,67.37700074350784
NLD_LOO,5.7435527777777775,52.16648333333333,99.12980807092447,869.5996049842743,5362.1317816515975,214.87289724122894,3,86.74308917030446,52.87289724122894,14.502559767867986
NLD_SPE_DOU,5.690277777777778,52.25111111111111,97.5775135591071,898.7076263561137,5314.117495282738,210.57751355910716,2,89.19474714918786,54.19490458785267,14.772418146959772
NZL_HUA_HUA,174.4903,-36.7958,149.7470581069803,1371.2343226680414,2730.127475180113,204.7470581069803,102.74705810698028,153.60163094260707,81.16034792737888,20.000000000000004
PRT_LEZ_ARN,-8.81666666666667,38.8333333333333,170,713.1668713551392,4040.8019176640382,276.2670188675049,83,103.23358215537951,4,59
PRT_MIT,-8.0002777777777,38.5405555555556,164.7019233572427,584.0720426463672,5043.3881909191805,304.50386757488747,55.701923357242734,94.39809750315925,3.9999999999999996,60
PRT_PIN,-8.757717,38.250188,170,687.71648935756,3754.21210453441,264.81143476614056,92.40929112363858,108.53928824015757,3.0000000000000004,63.00000000000001
RUS_CHE_LOW,161.5045,68.73785,-115.00000000000001,211.05015381638765,16803.771682638388,163.99666160708077,-365,31.11223508354114,7,46.117485748468596
RUS_CHE_Y4,161.408,68.742,-112.1134857524548,206.61376765046458,16847.882207421924,167.59524338648532,-362.5567428762274,30.113485752454807,7.788641459262781,44.21135854073722
RUS_FYO,32.9220833,56.4615278,46.9167372990982,719.6656414578279,8973.216757835158,216.0166643174985,-107.00000000000001,97.81657079983756,34,32
RUS_POG_VAR,92.95,56.36,10.936934129856027,410.4158845341127,12449.279400755971,235.42965276760785,-207.71673693286664,70.83335233933899,10.853610299525519,57.483202303936224
SEN_SOU_IRR,-15.428,16.344,289,248.00000000000003,2255.5184024945265,387.99999999999994,177,92.00000000000001,0,149
SEN_SOU_POS,-15.428,16.344,289,248.00000000000003,2255.5184024945265,387.99999999999994,177,92.00000000000001,0,149
SEN_SOU_PRE,-15.428,16.344,289,248.00000000000003,2255.5184024945265,387.99999999999994,177,92.00000000000001,0,149
SWE_NOR_ST1_AF1,17.48,60.086,61,564.1492436799361,7351.832039494224,211,-65.88323852953488,73.98093737303441,28.980937373034426,32
SWE_NOR_ST1_AF2,17.48,60.086,61,564.1492436799361,7351.832039494224,211,-65.88323852953488,73.98093737303441,28.980937373034426,32
SWE_NOR_ST1_BEF,17.48,60.086,61,564.1492436799361,7351.832039494224,211,-65.88323852953488,73.98093737303441,28.980937373034426,32
SWE_NOR_ST2,17.48,60.086,61,564.1492436799361,7351.832039494224,211,-65.88323852953488,73.98093737303441,28.980937373034426,32
SWE_NOR_ST3,17.48,60.086,61,564.1492436799361,7351.832039494224,211,-65.88323852953488,73.98093737303441,28.980937373034426,32
SWE_NOR_ST4_AFT,17.476,60.083,61,564.1435460987616,7354.149385278419,211.00000000000006,-66,74,29.000000000000004,32
SWE_NOR_ST4_BEF,17.476,60.083,61,564.1435460987616,7354.149385278419,211.00000000000006,-66,74,29.000000000000004,32
SWE_NOR_ST5_REF,17.476,60.083,61,564.1435460987616,7354.149385278419,211.00000000000006,-66,74,29.000000000000004,32
SWE_SKO_MIN,12.1498,58.3639,71.00000000000001,863.6123805820674,6553.026527487051,205.09370665072788,-42,95.80345533591607,48.40172766795804,22
SWE_SKY_38Y,17.835,60.129,59,645.9785285027352,7134.98968114787,200,-60.28557590377855,81.99440119734174,34.99673874198666,30
SWE_SKY_68Y,17.826,60.096,60.00000000000001,614.4335343496036,7148.869168181495,200.99999999999997,-60.00000000000001,77.98665508523919,32.02339381138547,30.000000000000004
SWE_SVA_MIX_NON,19.77451111,64.25609694,20.617031814729366,613.7563080346765,8675.368658291736,192.5032529540109,-122.24837352299456,80.03865127415855,31.134594662276086,31.65568308888792
THA_KHU,103.081,15.273,272.0655273436945,1178.0090687851614,1881.553434422214,335.0655273436945,187,242.68336813673153,1.9999999999999998,80
USA_BNZ_BLA,-148.323443,64.696393,-9.819784242504342,342.7118249774214,13537.113231583318,216.88373764231073,-221.76075809904236,66.03733569292538,8.29647811518492,65.45679335137869
USA_CHE_ASP,-90.267,45.937,50.50064848891833,885.4336241542424,10139.029084138694,237,-139.4993515110817,122.41281537073587,24.456083440908774,45.0206263109976
USA_CHE_MAP,-90.26,45.948,50.189088231665366,875.2641753012226,10126.647722126418,236.68329024473488,-139.72326806489278,120.48651394994346,24.22906605182327,45.00000000000001
USA_DUK_HAR,-79.09419083333333,36.978175,145.91959500821665,1189.0459452488633,7807.547175761114,301,-8.102272370408883,113.6872391452858,85.79878188973238,8
USA_HIL_HF1_POS,-78.864178648,36.2173212,151.4047287356184,1218.786872326706,7546.762447649808,299.4047287356184,-0.4853112475666015,124.97053632788571,84.9705363278857,12
USA_HIL_HF1_PRE,-78.864178648,36.2173212,151.4047287356184,1218.786872326706,7546.762447649808,299.4047287356184,-0.4853112475666015,124.97053632788571,84.9705363278857,12
USA_HIL_HF2,-78.863993733,36.217476608,151.38607977554406,1219.2893060147192,7546.556547041311,299.3860797755441,-0.5141380915172473,125.00429340801928,85.00429340801927,12
